"ID","state","zipcode","census_tract_id","census_tract_name"
"3245","IL","60157","17043841004","Census Tract 8410.04"
"3246","IL","60502","17043846409","Census Tract 8464.09"
"3247","IL","60555","17043841607","Census Tract 8416.07"
"3248","IL","60106","17043840802","Census Tract 8408.02"
"3249","IL","60516","17043845704","Census Tract 8457.04"
"3250","IL","60559","17043845000","Census Tract 8450"
"3251","IL","60514","17043845100","Census Tract 8451"
"3252","IL","60191","17043840101","Census Tract 8401.01"
"3253","IL","61876","17183010900","Census Tract 109"
"3254","IL","62815","17047956900","Census Tract 9569"
"3255","IL","62424","17049950500","Census Tract 9505"
"3256","IL","62011","17051950700","Census Tract 9507"
"3257","IL","61773","17053961900","Census Tract 9619"
"3258","IL","62865","17055040300","Census Tract 403"
"3259","IL","62891","17055040200","Census Tract 402"
"3260","IL","62825","17055040200","Census Tract 402"
"3261","IL","61520","17057953500","Census Tract 9535"
"3262","IL","61542","17057953800","Census Tract 9538"
"3263","IL","61543","17057953700","Census Tract 9537"
"3264","IL","61450","17067953700","Census Tract 9537"
"3265","IL","62326","17109011100","Census Tract 111"
"3266","IL","62919","17069971000","Census Tract 9710"
"3267","IL","61437","17071973400","Census Tract 9734"
"3268","IL","61454","17071973500","Census Tract 9735"
"3269","IL","61476","17131040200","Census Tract 402"
"3270","IL","61453","17187870100","Census Tract 8701"
"3271","IL","61240","17073030201","Census Tract 302.01"
"3272","IL","61273","17073030201","Census Tract 302.01"
"3273","IL","61434","17073031100","Census Tract 311"
"3274","IL","61258","17073030400","Census Tract 304"
"3275","IL","60924","17075950800","Census Tract 9508"
"3276","IL","60945","17075950100","Census Tract 9501"
"3277","IL","62902","17199021400","Census Tract 214"
"3278","IL","62903","17077011600","Census Tract 116"
"3279","IL","62924","17077010200","Census Tract 102"
"3280","IL","62480","17079977500","Census Tract 9775"
"3281","IL","62816","17081050400","Census Tract 504"
"3282","IL","62814","17081050200","Census Tract 502"
"3283","IL","61085","17085020500","Census Tract 205"
"3284","IL","61025","17085020200","Census Tract 202"
"3285","IL","61044","17177000400","Census Tract 4"
"3286","IL","60110","17089850106","Census Tract 8501.06"
"3287","IL","60118","17089850103","Census Tract 8501.03"
"3288","IL","60144","17089852403","Census Tract 8524.03"
"3289","IL","60142","17111871500","Census Tract 8715"
"3290","IL","60901","17091012200","Census Tract 122"
"3291","IL","60935","17091010300","Census Tract 103"
"3292","IL","60431","17197883216","Census Tract 8832.16"
"3293","IL","61485","17095000100","Census Tract 1"
"3294","IL","61458","17095001600","Census Tract 16"
"3295","IL","61474","17095001500","Census Tract 15"
"3296","IL","61489","17095001600","Census Tract 16"
"3297","IL","61529","17143004000","Census Tract 40"
"3298","IL","60096","17097860103","Census Tract 8601.03"
"3299","IL","60048","17097863701","Census Tract 8637.01"
"3300","IL","60060","17097864105","Census Tract 8641.05"
"3301","IL","60084","17097864205","Census Tract 8642.05"
"3302","IL","60069","17097864521","Census Tract 8645.21"
"3303","IL","61021","17103000600","Census Tract 6"
"3304","IL","61367","17103000900","Census Tract 9"
"3305","IL","61081","17195000900","Census Tract 9"
"3306","IL","61764","17105960600","Census Tract 9606"
"3307","IL","61769","17105960900","Census Tract 9609"
"3308","IL","60934","17105960200","Census Tract 9602"
"3309","IL","61743","17105960400","Census Tract 9604"
"3310","IL","62666","17107953500","Census Tract 9535"
"3311","IL","61455","17109010700","Census Tract 107"
"3312","IL","61729","17203030602","Census Tract 306.02"
"3313","IL","62521","17115002601","Census Tract 26.01"
"3314","IL","62537","17115002800","Census Tract 28"
"3315","IL","62088","17117957200","Census Tract 9572"
"3316","IL","62640","17117956100","Census Tract 9561"
"3317","IL","62023","17117957000","Census Tract 9570"
"3318","IL","62021","17119402802","Census Tract 4028.02"
"3319","IL","61523","17143003700","Census Tract 37"
"3320","IL","61567","17125956400","Census Tract 9564"
"3321","IL","62642","17129010100","Census Tract 101"
"3322","IL","62015","17135957600","Census Tract 9576"
"3323","IL","62650","17137951600","Census Tract 9516"
"3324","IL","62534","17173959100","Census Tract 9591"
"3325","IL","61020","17141961000","Census Tract 9610"
"3326","IL","61010","17141961700","Census Tract 9617"
"3327","IL","61007","17141960800","Census Tract 9608"
"3328","IL","61552","17143003402","Census Tract 34.02"
"3329","IL","61559","17143003800","Census Tract 38"
"3330","IL","61616","17143004200","Census Tract 42"
"3331","IL","61625","17143001800","Census Tract 18"
"3332","IL","62274","17145030200","Census Tract 302"
"3333","IL","62238","17145030300","Census Tract 303"
"3334","IL","61855","17147954800","Census Tract 9548"
"3335","IL","61327","17155954600","Census Tract 9546"
"3336","IL","61340","17155954500","Census Tract 9545"
"3337","IL","62261","17157950900","Census Tract 9509"
"3338","IL","61201","17161023100","Census Tract 231"
"3339","IL","61244","17161020400","Census Tract 204"
"3340","IL","61278","17161020100","Census Tract 201"
"3341","IL","62223","17163503202","Census Tract 5032.02"
"3342","IL","62239","17163503100","Census Tract 5031"
"3343","IL","62703","17167002700","Census Tract 27"
"3344","IL","62629","17167003202","Census Tract 32.02"
"3345","IL","62711","17167003604","Census Tract 36.04"
"3346","IL","62438","17173959600","Census Tract 9596"
"3347","IL","61063","17201004300","Census Tract 43"
"3348","IL","61060","17177000200","Census Tract 2"
"3349","IL","61027","17177000400","Census Tract 4"
"3350","IL","61571","17179022300","Census Tract 223"
"3351","IL","61611","17179020100","Census Tract 201"
"3352","IL","61568","17179021702","Census Tract 217.02"
"3353","IL","61755","17179021701","Census Tract 217.01"
"3354","IL","61742","17203030602","Census Tract 306.02"
"3355","IL","61473","17187870200","Census Tract 8702"
"3356","IL","61435","17187870300","Census Tract 8703"
"3357","IL","60446","17197880505","Census Tract 8805.05"
"3358","IL","60449","17197883602","Census Tract 8836.02"
"3359","IL","60403","17197980100","Census Tract 9801"
"3360","IL","60442","17197883509","Census Tract 8835.09"
"3361","IL","60408","17197884003","Census Tract 8840.03"
"3362","IL","62951","17199020700","Census Tract 207"
"3363","IL","61101","17201003801","Census Tract 38.01"
"3364","IL","61112","17201000514","Census Tract 5.14"
"3365","IL","62305","17001001100","Census Tract 11"
"3366","IL","62311","17067954300","Census Tract 9543"
"3367","IL","62360","17001010300","Census Tract 103"
"3368","IL","62379","17067954200","Census Tract 9542"
"3369","IL","62990","17003957600","Census Tract 9576"
"3370","IL","62988","17003957600","Census Tract 9576"
"3371","IL","60135","17037000100","Census Tract 1"
"3372","IL","62378","17009970400","Census Tract 9704"
"3373","IL","61356","17011964900","Census Tract 9649"
"3374","IL","61349","17011964700","Census Tract 9647"
"3375","IL","61320","17011965100","Census Tract 9651"
"3376","IL","61443","17073030600","Census Tract 306"
"3377","IL","61328","17011964700","Census Tract 9647"
"3378","IL","62006","17013951300","Census Tract 9513"
"3379","IL","61014","17015960600","Census Tract 9606"
"3380","IL","61078","17015960100","Census Tract 9601"
"3381","IL","61062","17177000400","Census Tract 4"
"3382","IL","62618","17017960300","Census Tract 9603"
"3383","IL","62611","17017960200","Census Tract 9602"
"3384","IL","61843","17019010500","Census Tract 105"
"3385","IL","61866","17019010100","Census Tract 101"
"3386","IL","61863","17019010900","Census Tract 109"
"3387","IL","62557","17021958700","Census Tract 9587"
"3388","IL","62547","17021958100","Census Tract 9581"
"3389","IL","62075","17135957300","Census Tract 9573"
"3390","IL","61933","17045070500","Census Tract 705"
"3391","IL","62899","17025972200","Census Tract 9722"
"3392","IL","62448","17079977500","Census Tract 9775"
"3393","IL","62245","17027900602","Census Tract 9006.02"
"3394","IL","62230","17027900300","Census Tract 9003"
"3395","IL","62250","17027900500","Census Tract 9005"
"3396","IL","62875","17121951700","Census Tract 9517"
"3397","IL","62266","17027900602","Census Tract 9006.02"
"3398","IL","61938","17029000300","Census Tract 3"
"3399","IL","62447","17035972600","Census Tract 9726"
"3400","IL","60463","17031823604","Census Tract 8236.04"
"3401","IL","60025","17031802002","Census Tract 8020.02"
"3402","IL","60714","17031805402","Census Tract 8054.02"
"3403","IL","60706","17031810502","Census Tract 8105.02"
"3404","IL","60467","17031824114","Census Tract 8241.14"
"3405","IL","60465","17031823803","Census Tract 8238.03"
"3406","IL","60160","17031816300","Census Tract 8163"
"3407","IL","60067","17031804102","Census Tract 8041.02"
"3408","IL","60074","17031803605","Census Tract 8036.05"
"3409","IL","60476","17031828300","Census Tract 8283"
"3410","IL","60473","17031827801","Census Tract 8278.01"
"3411","IL","60655","17031740300","Census Tract 7403"
"3412","IL","60649","17031430700","Census Tract 4307"
"3413","IL","60644","17031252102","Census Tract 2521.02"
"3414","IL","60618","17031160700","Census Tract 1607"
"3415","IL","60611","17031081403","Census Tract 814.03"
"3416","IL","60642","17031842300","Census Tract 8423"
"3417","IL","60602","17031839100","Census Tract 8391"
"3418","IL","60660","17031030200","Census Tract 302"
"3419","IL","60804","17031814300","Census Tract 8143"
"3420","IL","60005","17031805110","Census Tract 8051.10"
"3421","IL","60475","17031829600","Census Tract 8296"
"3422","IL","60456","17031822000","Census Tract 8220"
"3423","IL","60172","17043841104","Census Tract 8411.04"
"3424","IL","62462","17035972600","Census Tract 9726"
"3425","IL","60112","17037001600","Census Tract 16"
"3426","IL","60548","17037002000","Census Tract 20"
"3427","IL","60152","17111871004","Census Tract 8710.04"
"3428","IL","60530","17103000100","Census Tract 1"
"3429","IL","61756","17115003000","Census Tract 30"
"3430","IL","61778","17039971600","Census Tract 9716"
"3431","IL","61941","17041952000","Census Tract 9520"
"3432","IL","60540","17043846209","Census Tract 8462.09"
"3433","IL","60519","17043846408","Census Tract 8464.08"
"3434","IL","60440","17197880107","Census Tract 8801.07"
"3435","IL","60564","17197880309","Census Tract 8803.09"
"3436","IL","60184","17043841308","Census Tract 8413.08"
"3437","IL","61924","17045070100","Census Tract 701"
"3438","IL","62818","17185957200","Census Tract 9572"
"3439","IL","62473","17049950400","Census Tract 9504"
"3440","IL","62880","17051951100","Census Tract 9511"
"3441","IL","62032","17135958000","Census Tract 9580"
"3442","IL","60946","17053961600","Census Tract 9616"
"3443","IL","60968","17075950700","Census Tract 9507"
"3444","IL","62897","17055040500","Census Tract 405"
"3445","IL","62812","17055040600","Census Tract 406"
"3446","IL","62819","17055040200","Census Tract 402"
"3447","IL","62983","17055040400","Census Tract 404"
"3448","IL","61501","17057953900","Census Tract 9539"
"3449","IL","61484","17057953900","Census Tract 9539"
"3450","IL","61431","17057953000","Census Tract 9530"
"3451","IL","61531","17057952900","Census Tract 9529"
"3452","IL","61433","17057953200","Census Tract 9532"
"3453","IL","62930","17165955600","Census Tract 9556"
"3454","IL","62092","17061973800","Census Tract 9738"
"3455","IL","60474","17063000900","Census Tract 9"
"3456","IL","60410","17197883306","Census Tract 8833.06"
"3457","IL","62817","17065973200","Census Tract 9732"
"3458","IL","62935","17165955700","Census Tract 9557"
"3459","IL","62373","17067954200","Census Tract 9542"
"3460","IL","62982","17069970900","Census Tract 9709"
"3461","IL","61460","17071973500","Census Tract 9735"
"3462","IL","61262","17073030201","Census Tract 302.01"
"3463","IL","61490","17073031200","Census Tract 312"
"3464","IL","61419","17073031200","Census Tract 312"
"3465","IL","61414","17095000100","Census Tract 1"
"3466","IL","60955","17075950700","Census Tract 9507"
"3467","IL","60926","17075950800","Census Tract 9508"
"3468","IL","60918","17075950700","Census Tract 9507"
"3469","IL","62832","17145030400","Census Tract 304"
"3470","IL","62898","17081050300","Census Tract 503"
"3471","IL","62846","17081050400","Census Tract 504"
"3472","IL","62872","17081050400","Census Tract 504"
"3473","IL","62808","17189950400","Census Tract 9504"
"3474","IL","62877","17189950100","Census Tract 9501"
"3475","IL","61028","17085020402","Census Tract 204.02"
"3476","IL","60102","17111871310","Census Tract 8713.10"
"3477","IL","60124","17089850701","Census Tract 8507.01"
"3478","IL","60554","17089854504","Census Tract 8545.04"
"3479","IL","60915","17091011900","Census Tract 119"
"3480","IL","60950","17091010201","Census Tract 102.01"
"3481","IL","60940","17091010100","Census Tract 101"
"3482","IL","60560","17093890600","Census Tract 8906"
"3483","IL","61449","17175951400","Census Tract 9514"
"3484","IL","61430","17095001200","Census Tract 12"
"3485","IL","60002","17097860810","Census Tract 8608.10"
"3486","IL","60085","17097862604","Census Tract 8626.04"
"3487","IL","60035","17097865400","Census Tract 8654"
"3488","IL","60046","17097861012","Census Tract 8610.12"
"3489","IL","60051","17111870702","Census Tract 8707.02"
"3490","IL","61370","17099964100","Census Tract 9641"
"3491","IL","61310","17103000800","Census Tract 8"
"3492","IL","61042","17103000700","Census Tract 7"
"3493","IL","61353","17103000900","Census Tract 9"
"3494","IL","61741","17105960900","Census Tract 9609"
"3495","IL","61726","17113005700","Census Tract 57"
"3496","IL","61313","17105960300","Census Tract 9603"
"3497","IL","61311","17105960300","Census Tract 9603"
"3498","IL","62656","17107953300","Census Tract 9533"
"3499","IL","62634","17107953500","Census Tract 9535"
"3500","IL","61475","17109010200","Census Tract 102"
"3501","IL","61725","17113005202","Census Tract 52.02"
"3502","IL","62535","17115002901","Census Tract 29.01"
"3503","IL","62056","17135957600","Census Tract 9576"
"3504","IL","62560","17135957500","Census Tract 9575"
"3505","IL","62025","17119402900","Census Tract 4029"
"3506","IL","62024","17119401100","Census Tract 4011"
"3507","IL","61369","17123961500","Census Tract 9615"
"3508","IL","61565","17123961300","Census Tract 9613"
"3509","IL","61479","17175951500","Census Tract 9515"
"3510","IL","61546","17179021802","Census Tract 218.02"
"3511","IL","62633","17125956700","Census Tract 9567"
"3512","IL","62960","17127970100","Census Tract 9701"
"3513","IL","61264","17161024102","Census Tract 241.02"
"3514","IL","61412","17131040400","Census Tract 404"
"3515","IL","61276","17131040100","Census Tract 401"
"3516","IL","62298","17133600501","Census Tract 6005.01"
"3517","IL","62049","17135958000","Census Tract 9580"
"3518","IL","62076","17135957300","Census Tract 9573"
"3519","IL","61957","17173959400","Census Tract 9594"
"3520","IL","61914","17139977100","Census Tract 9771"
"3521","IL","61052","17141961000","Census Tract 9610"
"3522","IL","61054","17141960900","Census Tract 9609"
"3523","IL","61091","17141961500","Census Tract 9615"
"3524","IL","61525","17143003900","Census Tract 39"
"3525","IL","61929","17147954800","Census Tract 9548"
"3526","IL","61813","17147954700","Census Tract 9547"
"3527","IL","62242","17157950900","Census Tract 9509"
"3528","IL","61242","17161020100","Census Tract 201"
"3529","IL","61257","17161020100","Census Tract 201"
"3530","IL","62269","17163504355","Census Tract 5043.55"
"3531","IL","62220","17163503906","Census Tract 5039.06"
"3532","IL","62282","17163504002","Census Tract 5040.02"
"3533","IL","62561","17167003802","Census Tract 38.02"
"3534","IL","62689","17167003400","Census Tract 34"
"3535","IL","62684","17167003700","Census Tract 37"
"3536","IL","62536","17167003203","Census Tract 32.03"
"3537","IL","62661","17167003500","Census Tract 35"
"3538","IL","62610","17171970700","Census Tract 9707"
"3539","IL","61032","17177000500","Census Tract 5"
"3540","IL","61013","17177000200","Census Tract 2"
"3541","IL","61550","17179021606","Census Tract 216.06"
"3542","IL","61733","17179021701","Census Tract 217.01"
"3543","IL","61883","17183010600","Census Tract 106"
"3544","IL","61814","17183010400","Census Tract 104"
"3545","IL","62803","17189950100","Census Tract 9501"
"3546","IL","62271","17189950200","Census Tract 9502"
"3547","IL","62843","17191954900","Census Tract 9549"
"3548","IL","60491","17197881002","Census Tract 8810.02"
"3549","IL","60436","17197882900","Census Tract 8829"
"3550","IL","60421","17197883307","Census Tract 8833.07"
"3551","IL","61024","17201004100","Census Tract 41"
"3552","IL","61561","17203030300","Census Tract 303"
"3553","IL","62343","17149952500","Census Tract 9525"
"3554","IL","62074","17119403802","Census Tract 4038.02"
"3555","IL","61111","17201003807","Census Tract 38.07"
"3556","IL","61073","17201003904","Census Tract 39.04"
"3557","IL","62323","17149952400","Census Tract 9524"
"3558","IL","61312","17011964700","Census Tract 9647"
"3559","IL","61317","17011964700","Census Tract 9647"
"3560","IL","61283","17195000800","Census Tract 8"
"3561","IL","61537","17123961300","Census Tract 9613"
"3562","IL","62053","17013951200","Census Tract 9512"
"3563","IL","62065","17013951200","Census Tract 9512"
"3564","IL","62691","17017960200","Census Tract 9602"
"3565","IL","62622","17017960300","Census Tract 9603"
"3566","IL","61874","17019010900","Census Tract 109"
"3567","IL","61801","17019005800","Census Tract 58"
"3568","IL","61802","17019005402","Census Tract 54.02"
"3569","IL","61864","17019010900","Census Tract 109"
"3570","IL","61878","17019010400","Census Tract 104"
"3571","IL","61815","17019010604","Census Tract 106.04"
"3572","IL","62570","17021958200","Census Tract 9582"
"3573","IL","62546","17021959000","Census Tract 9590"
"3574","IL","62517","17021958200","Census Tract 9582"
"3575","IL","62563","17167003901","Census Tract 39.01"
"3576","IL","62538","17021959000","Census Tract 9590"
"3577","IL","62442","17023060300","Census Tract 603"
"3578","IL","62426","17025971900","Census Tract 9719"
"3579","IL","62443","17049950400","Census Tract 9504"
"3580","IL","62801","17121952500","Census Tract 9525"
"3581","IL","62231","17027900402","Census Tract 9004.02"
"3582","IL","62882","17121951700","Census Tract 9517"
"3583","IL","61943","17029000100","Census Tract 1"
"3584","IL","61920","17029000100","Census Tract 1"
"3585","IL","61912","17029000600","Census Tract 6"
"3586","IL","61930","17041952000","Census Tract 9520"
"3587","IL","61910","17041952400","Census Tract 9524"
"3588","IL","60016","17031806102","Census Tract 8061.02"
"3589","IL","60077","17031807300","Census Tract 8073"
"3590","IL","60026","17031802300","Census Tract 8023"
"3591","IL","60487","17031824117","Census Tract 8241.17"
"3592","IL","60439","17031824004","Census Tract 8240.04"
"3593","IL","60176","17031770800","Census Tract 7708"
"3594","IL","60707","17031810900","Census Tract 8109"
"3595","IL","60526","17031819000","Census Tract 8190"
"3596","IL","60104","17031817000","Census Tract 8170"
"3597","IL","60827","17031821500","Census Tract 8215"
"3598","IL","60426","17031827300","Census Tract 8273"
"3599","IL","60425","17031828702","Census Tract 8287.02"
"3600","IL","60628","17031491400","Census Tract 4914"
"3601","IL","60621","17031680900","Census Tract 6809"
"3602","IL","60606","17031839100","Census Tract 8391"
"3603","IL","60615","17031410200","Census Tract 4102"
"3604","IL","60646","17031120200","Census Tract 1202"
"3605","IL","60639","17031191200","Census Tract 1912"
"3606","IL","60622","17031242400","Census Tract 2424"
"3607","IL","60610","17031080202","Census Tract 802.02"
"3608","IL","60402","17031815200","Census Tract 8152"
"3609","IL","60531","17099961702","Census Tract 9617.02"
"3610","IL","60552","17037001900","Census Tract 19"
"3611","IL","60140","17089850702","Census Tract 8507.02"
"3612","IL","61727","17039971800","Census Tract 9718"
"3613","IL","61882","17039971500","Census Tract 9715"
"3614","IL","61913","17147954700","Census Tract 9547"
"3615","IL","60139","17043840911","Census Tract 8409.11"
"3616","IL","60189","17043842602","Census Tract 8426.02"
"3617","IL","60190","17043841403","Census Tract 8414.03"
"3618","IL","61932","17045070200","Census Tract 702"
"3619","IL","62844","17047957000","Census Tract 9570"
"3620","IL","60917","17091010300","Census Tract 103"
"3621","IL","60933","17053961700","Census Tract 9617"
"3622","IL","61415","17057953000","Census Tract 9530"
"3623","IL","61563","17057953700","Census Tract 9537"
"3624","IL","62984","17059972800","Census Tract 9728"
"3625","IL","62954","17059972800","Census Tract 9728"
"3626","IL","62869","17193958400","Census Tract 9584"
"3627","IL","62098","17061974000","Census Tract 9740"
"3628","IL","62630","17117956500","Census Tract 9565"
"3629","IL","60444","17063000600","Census Tract 6"
"3630","IL","62330","17067953700","Census Tract 9537"
"3631","IL","62334","17067954000","Census Tract 9540"
"3632","IL","62336","17067953900","Census Tract 9539"
"3633","IL","61413","17073031200","Census Tract 312"
"3634","IL","61468","17073031200","Census Tract 312"
"3635","IL","60941","17091012600","Census Tract 126"
"3636","IL","60970","17075950100","Census Tract 9501"
"3637","IL","60931","17075950100","Census Tract 9501"
"3638","IL","62966","17077010400","Census Tract 104"
"3639","IL","62907","17077010100","Census Tract 101"
"3640","IL","62901","17077010900","Census Tract 109"
"3641","IL","62932","17077010200","Census Tract 102"
"3642","IL","62927","17077010200","Census Tract 102"
"3643","IL","62994","17077010100","Census Tract 101"
"3644","IL","62425","17159977900","Census Tract 9779"
"3645","IL","62063","17083010100","Census Tract 101"
"3646","IL","62028","17083010300","Census Tract 103"
"3647","IL","60123","17089851102","Census Tract 8511.02"
"3648","IL","60175","17089852401","Census Tract 8524.01"
"3649","IL","60545","17093890500","Census Tract 8905"
"3650","IL","60512","17093890400","Census Tract 8904"
"3651","IL","60585","17197880310","Census Tract 8803.10"
"3652","IL","61488","17095000200","Census Tract 2"
"3653","IL","61572","17095001600","Census Tract 16"
"3654","IL","60087","17097861803","Census Tract 8618.03"
"3655","IL","61321","17099964100","Census Tract 9641"
"3656","IL","61332","17099964100","Census Tract 9641"
"3657","IL","62417","17101880900","Census Tract 8809"
"3658","IL","61031","17103000200","Census Tract 2"
"3659","IL","61378","17103000900","Census Tract 9"
"3660","IL","61721","17179022000","Census Tract 220"
"3661","IL","62693","17167003700","Census Tract 37"
"3662","IL","60156","17111871208","Census Tract 8712.08"
"3663","IL","60097","17111870401","Census Tract 8704.01"
"3664","IL","60180","17111871500","Census Tract 8715"
"3665","IL","61737","17113005602","Census Tract 56.02"
"3666","IL","62501","17115002200","Census Tract 22"
"3667","IL","62554","17115002200","Census Tract 22"
"3668","IL","62539","17167004000","Census Tract 40"
"3669","IL","62085","17117957000","Census Tract 9570"
"3670","IL","61375","17123961100","Census Tract 9611"
"3671","IL","61541","17123961500","Census Tract 9615"
"3672","IL","62655","17125956600","Census Tract 9566"
"3673","IL","62953","17127970100","Census Tract 9701"
"3674","IL","62677","17167003500","Census Tract 35"
"3675","IL","61466","17131040400","Census Tract 404"
"3676","IL","62248","17133600502","Census Tract 6005.02"
"3677","IL","62094","17135957400","Census Tract 9574"
"3678","IL","62017","17135958000","Census Tract 9580"
"3679","IL","62553","17173959600","Census Tract 9596"
"3680","IL","62628","17137951400","Census Tract 9514"
"3681","IL","62665","17137951400","Census Tract 9514"
"3682","IL","62668","17137952200","Census Tract 9522"
"3683","IL","61043","17141961000","Census Tract 9610"
"3684","IL","61030","17141960800","Census Tract 9608"
"3685","IL","61109","17201003706","Census Tract 37.06"
"3686","IL","61604","17143004500","Census Tract 45"
"3687","IL","61615","17143003102","Census Tract 31.02"
"3688","IL","61547","17143004901","Census Tract 49.01"
"3689","IL","61517","17143003900","Census Tract 39"
"3690","IL","62926","17181950500","Census Tract 9505"
"3691","IL","61363","17155954500","Census Tract 9545"
"3692","IL","62288","17157951000","Census Tract 9510"
"3693","IL","62292","17157950700","Census Tract 9507"
"3694","IL","62241","17157951000","Census Tract 9510"
"3695","IL","61256","17161020400","Census Tract 204"
"3696","IL","62232","17163503412","Census Tract 5034.12"
"3697","IL","62285","17163504001","Census Tract 5040.01"
"3698","IL","62207","17163502700","Census Tract 5027"
"3699","IL","62205","17163501200","Census Tract 5012"
"3700","IL","62258","17163504002","Census Tract 5040.02"
"3701","IL","62977","17165955600","Census Tract 9556"
"3702","IL","62712","17167003901","Census Tract 39.01"
"3703","IL","62625","17167003700","Census Tract 37"
"3704","IL","62319","17169970100","Census Tract 9701"
"3705","IL","62444","17173959500","Census Tract 9595"
"3706","IL","62571","17173959200","Census Tract 9592"
"3707","IL","62463","17173959500","Census Tract 9595"
"3708","IL","61089","17177000300","Census Tract 3"
"3709","IL","61018","17177000100","Census Tract 1"
"3710","IL","61019","17177000100","Census Tract 1"
"3711","IL","61554","17179021102","Census Tract 211.02"
"3712","IL","61564","17179021801","Census Tract 218.01"
"3713","IL","61759","17179022000","Census Tract 220"
"3714","IL","62906","17181950500","Census Tract 9505"
"3715","IL","61850","17183010900","Census Tract 109"
"3716","IL","61817","17183010900","Census Tract 109"
"3717","IL","61857","17183010800","Census Tract 108"
"3718","IL","62863","17185957200","Census Tract 9572"
"3719","IL","62811","17185957200","Census Tract 9572"
"3720","IL","61423","17187870300","Census Tract 8703"
"3721","IL","61243","17195000800","Census Tract 8"
"3722","IL","60484","17197883606","Census Tract 8836.06"
"3723","IL","62948","17199020600","Census Tract 206"
"3724","IL","62921","17199020100","Census Tract 201"
"3725","IL","62915","17199020100","Census Tract 201"
"3726","IL","61088","17201004200","Census Tract 42"
"3727","MA","02536","25001014600","Census Tract 146"
"3728","MA","02556","25001014300","Census Tract 143"
"3729","MA","02540","25001014900","Census Tract 149"
"3730","MA","02646","25001011200","Census Tract 112"
"3731","MA","01237","25003911100","Census Tract 9111"
"3732","MA","01259","25003933300","Census Tract 9333"
"3733","MA","01242","25003913100","Census Tract 9131"
"3734","MA","01253","25003933400","Census Tract 9334"
"3735","MA","01264","25003933200","Census Tract 9332"
"3736","MA","01270","25003931400","Census Tract 9314"
"3737","MA","01254","25003935100","Census Tract 9351"
"3738","MA","01256","25003931300","Census Tract 9313"
"3739","MA","01222","25003926100","Census Tract 9261"
"3740","MA","02745","25005650201","Census Tract 6502.01"
"3741","MA","02771","25005632100","Census Tract 6321"
"3742","MA","02743","25005654100","Census Tract 6541"
"3743","MA","01841","25009251100","Census Tract 2511"
"3744","MA","01905","25009205700","Census Tract 2057"
"3745","MA","01904","25009205400","Census Tract 2054"
"3746","MA","01860","25009262100","Census Tract 2621"
"3747","MA","01930","25009221800","Census Tract 2218"
"3748","MA","01915","25009217100","Census Tract 2171"
"3749","MA","01921","25009213100","Census Tract 2131"
"3750","MA","01834","25009264100","Census Tract 2641"
"3751","MA","01344","25011040400","Census Tract 404"
"3752","MA","01301","25011041000","Census Tract 410"
"3753","MA","01337","25011040200","Census Tract 402"
"3754","MA","01350","25011040100","Census Tract 401"
"3755","MA","01339","25011040100","Census Tract 401"
"3756","MA","01330","25011041501","Census Tract 415.01"
"3757","MA","01013","25013811000","Census Tract 8110"
"3758","MA","01118","25013802500","Census Tract 8025"
"3759","MA","01105","25013801102","Census Tract 8011.02"
"3760","MA","01104","25013800201","Census Tract 8002.01"
"3761","MA","01097","25013813000","Census Tract 8130"
"3762","MA","02462","25017374800","Census Tract 3748"
"3763","MA","01431","25017300100","Census Tract 3001"
"3764","MA","01760","25017382500","Census Tract 3825"
"3765","MA","02452","25017369000","Census Tract 3690"
"3766","MA","02476","25017356601","Census Tract 3566.01"
"3767","MA","02482","25021404400","Census Tract 4044"
"3768","MA","02026","25021402500","Census Tract 4025"
"3769","MA","02190","25021422200","Census Tract 4222"
"3770","MA","02169","25021417701","Census Tract 4177.01"
"3771","MA","02576","25023545100","Census Tract 5451"
"3772","MA","02351","25023520202","Census Tract 5202.02"
"3773","MA","02338","25023526100","Census Tract 5261"
"3774","MA","02066","25023505102","Census Tract 5051.02"
"3775","MA","02770","25023541100","Census Tract 5411"
"3776","MA","02359","25023508200","Census Tract 5082"
"3777","MA","02134","25025000802","Census Tract 8.02"
"3778","MA","02125","25025091100","Census Tract 911"
"3779","MA","02110","25025070101","Census Tract 701.01"
"3780","MA","02118","25025071101","Census Tract 711.01"
"3781","MA","01607","25027732901","Census Tract 7329.01"
"3782","MA","01501","25027736300","Census Tract 7363"
"3783","MA","01570","25027754100","Census Tract 7541"
"3784","MA","01005","25027722100","Census Tract 7221"
"3785","MA","01569","25027749100","Census Tract 7491"
"3786","MA","01610","25027733000","Census Tract 7330"
"3787","MA","01436","25027705100","Census Tract 7051"
"3788","MA","01536","25027761300","Census Tract 7613"
"3789","MA","01550","25027757500","Census Tract 7575"
"3790","MA","01331","25027703300","Census Tract 7033"
"3791","MA","01568","25027743100","Census Tract 7431"
"3792","MA","02632","25001012800","Census Tract 128"
"3793","MA","02663","25001010206","Census Tract 102.06"
"3794","MA","02641","25001011400","Census Tract 114"
"3795","MA","02534","25001014002","Census Tract 140.02"
"3796","MA","02673","25001012102","Census Tract 121.02"
"3797","MA","02647","25001012502","Census Tract 125.02"
"3798","MA","02651","25001010306","Census Tract 103.06"
"3799","MA","01240","25003913100","Census Tract 9131"
"3800","MA","01258","25003934300","Census Tract 9343"
